Compound ID,Attrition Resistance,Thermal Stability,Average Particle Size,Particle Size Distribution (%),Density,Rare Earth Oxides (%),Catalyst Surface Area ,Micropore Surface Area ,Zeolite Surface Area ,X-Ray Fluorescence (a.u.),Cost 
CMPD-10018,93.3144,676.4689,75.2957,15.2337,1.3845,1.4677,214.3937,66.6593,54.5623,0.8337,19.0406
CMPD-10019,82.3266,787.3805,60.5919,16.1863,1.0138,3.1425,300.4459,52.803,77.5744,0.8636,43.2311
CMPD-10020,77.8728,739.4585,61.8863,16.4353,1.0857,3.241,299.2691,52.272,80.1755,0.9269,42.2476
CMPD-10021,98.6512,758.9059,85.0552,11.4458,1.1641,0.8434,239.0775,64.2456,110.5841,0.422,13.8066
CMPD-10022,79.9548,742.3556,62.2248,16.716,1.0159,3.2938,292.8292,48.0491,76.8522,0.9189,42.2223
CMPD-10023,86.287,855.9011,64.8194,19.9995,1.2028,1.4186,101.0063,112.1289,81.64,0.8878,45.7751
CMPD-10024,90.4084,788.0237,64.3699,21.355,1.1705,1.4391,105.6258,110.805,84.4046,0.8637,43.5973
CMPD-10025,77.2497,732.2331,62.8643,16.41,1.0221,3.2837,318.9149,52.416,80.4828,0.8587,42.4629
CMPD-10026,98.3653,671.5585,73.1432,14.2643,1.4352,1.52,209.5679,72.6226,50.4596,0.8652,19.4953
CMPD-10027,94.6965,685.5229,73.0677,15.8547,1.4442,1.5068,223.4618,69.1091,54.4956,0.838,18.7406
CMPD-10028,87.323,833.9436,68.3011,21.7793,1.1957,1.3952,99.136,108.7991,84.7959,0.8521,44.7187
CMPD-10029,96.0621,713.9833,90.8616,12.758,1.1204,0.8555,240.9714,60.4213,111.7995,0.4281,13.5732
CMPD-10030,88.6384,694.1022,72.1441,15.465,1.3399,1.5153,224.8448,69.1937,55.2601,0.8276,18.2544
CMPD-10031,82.7185,608.5672,102.0918,20.4689,1.4513,1.9717,195.8363,83.1938,72.7941,0.8996,14.4211
CMPD-10032,83.4894,656.7958,100.7871,24.2222,1.2048,1.6334,164.7812,60.804,124.8982,0.1526,24.8513
CMPD-10033,94.3665,657.6129,56.1362,18.8188,1.3777,3.4617,234.2971,107.5769,114.3159,0.7164,38.6518
CMPD-10034,100.0607,799.2859,97.0375,16.6732,1.0767,3.4098,266.7436,146.3596,178.8349,0.4784,12.0297
CMPD-10035,80.0803,667.4998,101.7967,23.0159,1.1684,1.6801,156.611,60.1633,129.0891,0.1443,24.6828
CMPD-10036,91.7703,705.5388,90.3147,11.6211,1.0783,0.8552,231.4055,62.2519,119.238,0.3996,13.7897
CMPD-10037,92.702,684.1892,70.9097,14.2971,1.4205,1.4925,222.7326,68.4663,55.7706,0.8142,18.6521
CMPD-10038,91.106,804.7927,60.0493,20.4268,1.2515,1.3493,103.1869,107.9324,85.469,0.8463,43.9537
CMPD-10039,83.5332,629.952,98.4497,23.7413,1.1567,1.5974,162.978,66.0902,125.3274,0.1515,26.1021
CMPD-10040,101.0586,687.6502,73.2015,15.066,1.3967,1.4372,210.2948,70.8187,51.4413,0.8299,18.4036
CMPD-10041,90.5585,676.2178,53.8649,19.6129,1.4017,3.4702,240.7263,110.8159,108.9143,0.7466,41.6402
CMPD-10042,87.389,771.0645,63.548,20.1406,1.2017,1.4042,105.6351,106.1078,81.9765,0.8901,44.9514
CMPD-10043,91.297,700.1735,87.9789,12.3647,1.0895,0.8797,228.1922,57.5972,112.3058,0.4337,13.785
CMPD-10044,96.3936,823.2999,95.414,15.8754,1.04,3.5835,265.5656,140.2232,186.077,0.4713,12.1685
CMPD-10045,94.8937,670.6681,90.4781,12.0077,1.0696,0.8647,243.8726,58.7379,113.1222,0.3899,13.9796
CMPD-10046,98.9778,658.3275,52.8906,20.221,1.3502,3.4472,243.5315,107.7908,108.4625,0.6905,41.5907
CMPD-10047,91.8512,784.8008,64.5557,21.7597,1.2428,1.413,104.5928,107.9194,80.3,0.8181,42.4537
CMPD-10048,91.2276,726.6425,90.4209,11.9799,1.1279,0.8635,229.296,61.4185,110.85,0.436,14.2001
CMPD-10049,99.0541,736.3182,87.753,12.2396,1.1261,0.8551,229.8086,60.9411,115.5176,0.4174,14.4473
CMPD-10050,87.9352,856.0472,61.0692,20.796,1.213,1.4828,104.9017,109.8745,83.4195,0.8388,43.7812
CMPD-10051,91.4767,660.3661,57.7729,19.3824,1.3162,3.6588,246.1103,112.6239,112.5785,0.7515,41.545
CMPD-10052,97.4581,677.6234,56.3074,19.1042,1.457,3.4846,245.7432,101.6991,108.7329,0.7294,39.9089
CMPD-10053,91.4778,681.1748,70.7515,15.7269,1.3873,1.5717,200.1203,67.0842,51.3639,0.8232,19.6338
CMPD-10054,89.4225,738.1725,90.8389,11.9031,1.0786,0.877,235.0649,63.1202,115.4481,0.381,13.4485
CMPD-10055,97.3147,703.1083,93.5607,11.4719,1.1112,0.8667,232.3755,58.7984,112.5883,0.3958,13.7873
CMPD-10056,89.6978,809.5413,62.1038,21.0123,1.1711,1.4389,108.8286,111.0714,83.3953,0.853,42.1342
CMPD-10057,95.8532,674.6915,73.339,14.0581,1.248,1.5491,212.5063,68.9353,52.4536,0.836,18.1224
CMPD-10058,86.2755,799.7006,62.2432,20.7661,1.186,1.3683,111.1493,104.4038,81.2484,0.8475,45.555
CMPD-10059,92.182,822.6106,60.4645,20.8829,1.1946,1.3849,103.9524,107.9623,86.2308,0.8213,44.6757
CMPD-10060,92.7886,704.4495,91.1693,11.818,1.0799,0.848,237.7771,62.4986,118.6444,0.4105,13.8053
CMPD-10061,93.2641,685.9572,72.835,15.3513,1.4058,1.5338,210.6439,69.497,55.4729,0.851,18.8324
CMPD-10062,94.8672,703.2654,73.5574,15.1162,1.392,1.4987,217.7106,67.939,53.8423,0.8366,18.8801
CMPD-10063,95.3528,653.5279,59.1009,20.0415,1.382,3.5831,242.4228,106.6896,106.7552,0.6825,42.2353
CMPD-10064,82.3173,592.5028,97.5879,21.4555,1.4536,1.9547,182.9438,83.8011,74.0067,0.8713,13.917
CMPD-10065,83.4367,618.3616,97.5736,21.048,1.4194,1.862,189.083,81.2444,71.9637,0.8408,13.9682
CMPD-10066,93.9199,702.6543,72.4309,16.3271,1.2628,1.5081,212.5418,71.5474,53.737,0.8673,18.0734
CMPD-10067,82.0669,634.0281,100.0484,24.5559,1.1843,1.6201,164.4278,59.1124,127.9844,0.1537,24.5952
CMPD-10068,95.4002,741.5137,90.3664,11.8195,1.0887,0.8658,234.8899,59.3125,117.3723,0.4421,13.7526
CMPD-10069,79.0427,760.1733,59.2405,16.7099,1.1356,3.3415,283.3944,52.734,79.8641,0.893,43.0814
CMPD-10070,82.7129,609.3733,88.7528,21.2749,1.5563,1.8585,184.7262,81.7561,72.6535,0.924,14.2872
CMPD-10071,80.6608,729.8059,62.4434,16.5468,1.0133,3.38,303.0646,52.6488,78.2074,0.8504,39.8835
CMPD-10072,80.0156,622.9316,94.2055,20.7794,1.5126,1.903,177.5501,81.7569,72.3127,0.8729,14.294
CMPD-10073,79.9262,578.0928,94.0501,24.0842,1.2359,1.6615,163.5245,62.4965,128.691,0.1546,25.7283
CMPD-10074,81.8392,754.7293,61.7815,16.2886,1.0185,3.4548,304.6663,53.8613,78.6559,0.8621,39.168
CMPD-10075,79.2207,602.6235,96.4065,20.8765,1.3674,1.8839,193.2029,88.5971,73.6607,0.9009,14.2175
CMPD-10076,101.257,721.3113,88.6632,11.9217,1.1212,0.8337,246.4427,61.6261,112.2078,0.4062,14.2931
CMPD-10077,93.4161,808.7512,92.2373,16.4046,1.0684,3.5553,272.4118,136.4928,181.647,0.437,12.4408
CMPD-10078,83.8829,599.9151,93.5873,22.5006,1.4948,1.9342,185.6265,82.3287,74.0749,0.8283,13.795
CMPD-10079,93.7074,701.2439,57.2819,19.3632,1.3165,3.6224,231.5119,108.0793,109.258,0.7219,41.8879
CMPD-10080,90.4357,655.9034,72.5761,15.4813,1.4315,1.5082,223.8979,70.3316,55.6909,0.8421,18.9803
CMPD-10081,84.422,596.3985,108.0448,23.3029,1.1423,1.6808,169.9842,59.8774,134.4452,0.142,24.5503
CMPD-10082,96.5508,942.3226,93.4409,15.8585,1.056,3.6161,276.1413,141.3457,178.0379,0.4457,11.7787
CMPD-10083,94.1449,825.5271,92.9272,15.8408,1.062,3.5494,260.9992,150.2972,202.6372,0.4515,12.4227
CMPD-10084,92.0154,687.7223,58.2331,19.3125,1.41,3.5443,229.1357,111.6855,110.7905,0.711,40.4593
CMPD-10085,90.548,701.5581,56.3726,19.6786,1.3843,3.547,239.4253,103.6119,111.1723,0.758,42.847
CMPD-10086,81.5913,631.6169,95.9627,21.2722,1.5172,2.0397,189.3306,81.9464,69.7585,0.838,14.6555
CMPD-10087,77.9331,611.2812,99.7634,22.136,1.4257,1.8303,190.0154,83.4094,78.3924,0.834,13.7488
CMPD-10088,79.181,607.0172,92.5966,20.6309,1.5005,1.9333,183.2019,83.8713,71.2904,0.8698,14.3097
CMPD-10089,79.1132,768.9673,60.9301,15.837,1.0459,3.3347,301.2867,51.9676,82.3931,0.911,43.7399
CMPD-10090,103.9338,674.7763,57.3109,20.2493,1.4022,3.5056,240.8686,99.3233,108.8739,0.7104,40.5871
CMPD-10091,96.774,660.7648,59.0037,20.0208,1.3782,3.6272,243.2613,105.3909,104.3296,0.695,41.9534
CMPD-10092,83.0225,729.7392,61.4912,16.0736,1.0053,3.1477,291.8494,53.0264,80.2708,0.9436,42.0537
CMPD-10093,81.0509,620.9353,97.8712,24.0522,1.2644,1.6812,168.2702,62.3122,128.8345,0.1517,25.1389
CMPD-10094,82.6666,575.8884,95.4699,21.6046,1.4793,1.9749,184.5217,85.1181,72.6594,0.8533,13.5372
CMPD-10095,94.9558,692.3725,74.332,15.0533,1.302,1.5872,225.2029,67.9621,51.708,0.8554,19.3786
CMPD-10096,97.4561,722.293,92.2784,11.6831,1.1464,0.8383,237.9958,60.6835,115.1398,0.4226,13.3671
CMPD-10097,81.8753,733.7604,59.8581,16.0261,1.0192,3.3096,295.0344,52.1466,78.677,0.922,42.6297
CMPD-10098,96.5938,711.7905,88.1627,12.1989,1.0724,0.8376,228.3205,65.0832,113.2777,0.4119,13.6788
CMPD-10099,78.9858,751.1739,61.4351,15.5863,1.1189,3.3969,298.3806,54.584,77.5631,0.8963,41.8215
CMPD-10100,90.1487,811.7955,60.5774,20.485,1.1772,1.4001,107.1403,109.3582,82.0749,0.8522,44.0908
CMPD-10101,82.4747,635.8544,95.9142,21.5279,1.4016,1.9518,193.8764,82.7276,77.826,0.8493,14.4462
CMPD-10102,82.6513,601.4394,96.2576,21.0254,1.4094,1.8029,192.2283,79.579,75.6941,0.822,14.1539
CMPD-10103,94.8363,839.6188,94.6972,16.3153,1.069,3.6707,274.5273,147.4064,183.0847,0.4106,12.7226
CMPD-10104,87.9355,810.179,62.1388,21.0811,1.2226,1.427,99.9109,107.194,77.5863,0.8732,46.9186
CMPD-10105,95.1048,710.845,73.7611,15.476,1.3854,1.4611,216.2278,73.3848,54.6461,0.8353,19.0671
CMPD-10106,86.7186,849.4817,99.3117,16.4308,1.0365,3.3429,262.2997,142.7322,192.8713,0.4433,12.2698
CMPD-10107,81.3143,644.6595,102.3114,23.867,1.186,1.5945,163.1405,63.2538,128.0763,0.1548,25.816
CMPD-10108,94.4214,650.016,71.764,14.3464,1.3845,1.5306,219.5535,70.6872,52.9081,0.838,19.4141
CMPD-10109,85.3693,763.7163,56.9355,15.6684,1.0213,3.3881,296.5527,53.7297,77.4332,0.8941,41.878
CMPD-10110,86.6108,818.8012,100.6426,15.5619,1.0726,3.5583,257.3815,139.0085,185.2729,0.4504,12.5623
CMPD-10111,96.1032,686.6772,74.4153,15.705,1.4044,1.5687,205.0383,69.2189,51.0654,0.8114,19.7738
CMPD-10112,83.8045,592.7769,95.9078,21.408,1.4754,1.8922,188.6308,79.3473,70.3759,0.8214,13.7153
CMPD-10113,86.6169,825.8554,62.3802,20.9813,1.2041,1.4559,103.599,108.8648,84.4853,0.8342,43.047
CMPD-10114,82.6728,743.7275,59.5906,16.5071,1.0431,3.4665,290.5093,53.5497,79.985,0.9149,42.7762
CMPD-10115,92.9692,695.7443,72.2105,15.2816,1.354,1.5064,228.9613,71.1528,52.4817,0.8351,19.1691
CMPD-10116,89.4916,821.2,60.4817,21.5114,1.2218,1.4783,106.6733,106.3462,81.6531,0.8511,44.7423
CMPD-10117,94.9787,828.8292,89.382,15.8048,1.0945,3.5766,268.9015,137.046,175.7326,0.4502,11.7476
CMPD-10118,88.8918,875.2855,64.1159,21.384,1.1541,1.4639,104.4752,111.3859,82.9353,0.8339,41.7646
CMPD-10119,93.1585,799.0746,63.4869,21.8896,1.2088,1.4218,109.4744,109.4277,81.1039,0.8771,45.3133
CMPD-10120,77.2691,664.3659,100.8728,24.3753,1.2052,1.5498,163.714,61.9819,126.983,0.1492,24.811
CMPD-10121,77.0517,722.5345,64.0386,16.1427,1.0759,3.2184,294.2563,50.5743,80.4947,0.8938,42.4317
CMPD-10122,93.7834,775.6699,93.655,16.3434,1.0778,3.6383,265.1802,150.4456,196.7471,0.439,12.4536
CMPD-10123,93.5829,670.7055,57.1654,19.6385,1.3774,3.4732,238.3073,107.5216,114.9424,0.6935,42.9096
CMPD-10124,87.6465,775.0131,61.6222,15.8016,1.0423,3.3078,294.061,53.2394,79.7824,0.9007,42.7718
CMPD-10125,84.1521,753.8375,63.9489,16.4164,1.0121,3.2113,293.4467,52.824,80.2209,0.9023,40.2053
CMPD-10126,88.0613,822.6334,61.8101,21.1995,1.3095,1.4887,103.7154,110.3122,84.8953,0.88,42.1808
CMPD-10127,89.1601,790.9476,92.7622,15.5187,1.0943,3.3305,261.9164,138.2367,192.6675,0.4515,12.4876
CMPD-10128,93.8654,677.1277,60.5185,19.8395,1.3694,3.4687,229.8614,104.3604,112.4676,0.6814,41.4974
CMPD-10129,82.3145,728.4691,60.6077,16.7622,1.079,3.3152,288.7533,49.2059,81.8604,0.8467,43.3617
CMPD-10130,92.7889,739.6198,94.8662,12.2006,1.1524,0.9005,224.6268,63.6586,120.028,0.4323,13.5981
CMPD-10131,97.1225,740.6193,93.8248,11.9958,1.1348,0.8713,246.6985,66.0043,111.2326,0.4454,14.3553
CMPD-10132,94.5548,823.7779,62.2831,20.6731,1.2045,1.4359,104.5431,109.5076,79.4368,0.865,43.2477
CMPD-10133,87.9515,828.898,63.4178,20.6494,1.1901,1.4072,102.0954,110.8487,79.2839,0.8546,42.9586
CMPD-10134,91.2802,758.8885,92.8847,11.9612,1.1301,0.8804,229.2647,61.3079,112.3715,0.4313,14.4325
CMPD-10135,94.8671,831.2382,90.2456,16.5406,1.0782,3.5637,277.8631,145.7387,175.8835,0.451,12.6424
CMPD-10136,105.0746,687.4226,55.7168,20.8247,1.4293,3.6617,227.4886,103.5894,113.0379,0.6685,40.8198
CMPD-10137,93.8046,732.2624,86.7982,11.9773,1.1326,0.929,225.3024,61.1171,112.835,0.4092,14.2739
CMPD-10138,96.7806,680.8795,73.9726,14.6798,1.3912,1.5369,213.4741,71.969,52.4253,0.8742,18.5441
CMPD-10139,85.2725,832.9319,62.8335,21.2312,1.214,1.4073,101.4682,115.0886,82.1513,0.8777,43.5469
CMPD-10140,85.417,797.4757,62.911,21.7902,1.1754,1.3984,108.6504,107.8642,79.3242,0.8078,42.5752
CMPD-10141,95.1759,738.6089,92.9671,12.1046,1.1002,0.8805,225.792,57.8323,117.3585,0.4396,13.7848
CMPD-10142,92.9348,674.4623,56.0646,19.1228,1.3818,3.5025,226.106,109.6495,110.7314,0.708,42.7936
CMPD-10143,81.0587,583.0385,94.0182,21.4695,1.5029,1.9223,186.3086,85.2316,73.9034,0.8441,14.3999
CMPD-10144,81.5365,648.2856,98.2598,23.8561,1.182,1.5519,157.2734,59.8383,131.0558,0.1527,23.8812
CMPD-10145,91.5883,700.2078,91.0398,12.4972,1.1055,0.9161,232.2581,65.558,110.3767,0.4127,14.0055
CMPD-10146,96.1021,673.1645,57.2959,20.2296,1.3758,3.6202,237.5657,108.2347,108.8805,0.6962,41.1223
CMPD-10147,82.5607,661.9524,99.735,23.9591,1.232,1.6015,164.65,62.333,128.0479,0.1523,24.6615
CMPD-10148,84.7802,589.572,98.3375,21.5639,1.4893,1.9638,183.5423,83.579,75.5251,0.868,13.9991
CMPD-10149,95.415,737.1277,73.1625,16.0266,1.4356,1.4896,216.2375,69.3827,54.8203,0.8273,18.3536
CMPD-10150,81.8623,720.3776,57.742,16.3446,1.043,3.2504,317.634,52.6032,75.6703,0.9341,42.4556
CMPD-10151,84.6124,722.9969,58.1432,16.3895,1.0428,3.2304,298.4249,50.7085,78.3436,0.8973,41.4208
CMPD-10152,79.1543,712.7239,62.879,16.9358,1.0043,3.4628,291.4325,53.2131,82.3503,0.9258,41.8251
CMPD-10153,79.8978,649.7778,101.5426,24.4862,1.2239,1.6095,164.0169,59.5576,135.2201,0.1451,27.1856
CMPD-10154,93.4682,685.9921,71.7658,15.9117,1.3823,1.5598,211.5744,68.9943,54.7422,0.86,18.6344
CMPD-10155,99.0896,884.3458,99.0356,14.9029,1.0685,3.4609,258.613,130.8888,199.2687,0.4612,12.6403
CMPD-10156,82.0021,611.508,93.9184,21.0642,1.5289,1.9338,194.7659,82.3962,74.8231,0.8467,13.8337
CMPD-10157,83.3917,641.608,99.7049,22.5439,1.4488,2.0043,193.6748,85.2152,67.253,0.8773,13.6106
CMPD-10158,85.5569,654.5012,103.0497,23.7236,1.2273,1.562,159.6725,59.0209,126.1361,0.1495,25.0665
CMPD-10159,87.833,773.2696,64.8701,21.4299,1.2069,1.4166,106.9423,111.3736,80.7742,0.8599,46.3505
CMPD-10160,94.3469,684.0191,57.9165,19.7108,1.3541,3.5931,231.1837,110.2132,108.5863,0.7123,40.5283
CMPD-10161,85.131,801.2987,63.5577,21.9746,1.1922,1.4595,102.0817,112.3199,79.9279,0.88,44.3534
CMPD-10162,89.4087,659.2334,77.7465,15.0772,1.4212,1.551,227.4575,72.0591,52.2114,0.8366,18.592
CMPD-10163,81.0417,679.4079,59.0745,15.8825,1.0153,3.2938,287.9169,49.9098,75.8869,0.8821,43.1529
CMPD-10164,82.6309,645.7459,100.3243,23.3979,1.1246,1.6061,163.889,62.7575,133.7802,0.1358,24.7252
CMPD-10165,86.5302,654.5932,96.8277,23.953,1.162,1.6151,162.8389,60.4828,127.6004,0.1445,26.2452
CMPD-10166,90.7141,717.7348,93.6499,11.537,1.0655,0.8433,231.305,62.7398,107.9736,0.4118,14.167
CMPD-10167,81.5732,728.6656,63.4264,16.7626,1.0226,3.3171,289.9291,51.1899,81.9757,0.9239,41.735
CMPD-10168,82.0554,665.6006,97.5736,23.7487,1.2285,1.6177,157.5099,59.5099,126.4837,0.1489,26.0326
CMPD-10169,94.282,638.5697,56.7283,19.642,1.4086,3.5376,233.1774,107.3262,113.2294,0.6921,42.1749
CMPD-10170,88.7598,848.6637,66.2272,20.4598,1.1809,1.399,103.4661,107.319,83.5132,0.863,43.3856
CMPD-10171,83.2754,737.4522,62.95,16.1333,1.0869,3.3069,304.1341,50.7313,76.4952,0.8863,42.3219
CMPD-10172,85.907,818.1165,61.4151,21.5347,1.1763,1.3927,105.1648,109.2546,79.5995,0.8672,46.7011
CMPD-10173,81.2807,610.5229,93.4529,22.1665,1.5383,1.9799,184.5769,82.0616,72.5347,0.8191,14.3686
CMPD-10174,93.8652,690.1944,75.2436,15.0352,1.3784,1.5033,216.4318,68.0552,55.103,0.8396,19.1996
CMPD-10175,95.592,674.278,55.4219,20.2163,1.3191,3.4774,231.379,112.6392,113.5035,0.7036,43.2635
CMPD-10176,83.167,716.5904,62.6295,15.9887,1.0984,3.1208,303.7821,50.9532,83.6907,0.8576,43.7537
CMPD-10177,88.1112,831.8787,62.4764,21.1402,1.0987,1.5129,110.022,106.1279,84.1206,0.8858,43.949
CMPD-10178,96.1041,659.6616,57.9591,20.4618,1.3455,3.4517,234.8972,112.4646,110.4019,0.7404,42.1728
CMPD-10179,92.9214,835.7916,99.0364,15.7156,1.0012,3.6129,252.7605,148.1761,182.2765,0.4493,11.5019
CMPD-10180,96.3212,680.948,72.6721,15.7862,1.4423,1.4951,207.2612,70.3778,53.603,0.8494,19.5495
CMPD-10181,81.2571,618.9644,101.7257,24.7716,1.1736,1.6681,166.0617,60.967,137.7335,0.1484,24.535
CMPD-10182,93.7366,700.4254,55.8799,19.5298,1.3366,3.5748,229.707,111.3762,112.2876,0.72,42.3255
CMPD-10183,87.2178,863.3061,61.6552,21.7938,1.1748,1.3854,104.9268,113.1996,81.9126,0.8462,44.8543
CMPD-10184,81.9364,728.6548,60.6177,16.9053,1.0343,3.3007,302.7963,52.9681,83.0571,0.8687,41.6947
CMPD-10185,84.0105,634.7533,97.1745,24.2063,1.2375,1.6448,155.5208,60.7292,125.054,0.1515,26.6572
CMPD-10186,76.7913,599.6617,96.7227,22.5009,1.5096,1.9583,177.3272,80.367,77.1629,0.9164,14.2124
CMPD-10187,90.6398,742.5533,88.6999,11.9375,1.1005,0.8701,239.8758,60.0406,112.9366,0.415,13.8797
CMPD-10188,90.901,823.8451,58.0638,20.9227,1.254,1.4257,104.9115,110.8211,81.2315,0.875,45.3968
CMPD-10189,85.1853,752.4778,61.3423,16.4387,1.0513,3.3573,301.3001,55.1898,78.0132,0.9256,42.6715
CMPD-10190,80.4863,678.0833,99.7668,23.5617,1.1826,1.6365,163.3516,60.5728,135.0462,0.1552,23.958
CMPD-10191,81.2641,571.0563,95.8634,21.3678,1.471,1.9698,189.773,86.3418,73.4762,0.8768,13.3826
CMPD-10192,83.0438,578.1554,96.437,22.208,1.5256,1.9482,194.4481,79.5276,75.0166,0.8725,14.7717
CMPD-10193,92.9494,842.7615,63.2957,21.3716,1.1981,1.4119,100.8568,109.4031,83.2325,0.8614,45.2815
CMPD-10194,93.25,826.2748,93.7423,16.2024,0.9913,3.3327,263.3753,137.8477,187.3981,0.4446,12.1373
CMPD-10195,100.3702,700.5971,55.1607,20.2463,1.3293,3.5789,242.3374,103.9641,115.4889,0.711,40.4134
CMPD-10196,89.9004,710.3017,90.1522,12.4252,1.1182,0.9133,239.5882,58.6095,109.3028,0.432,14.1932
CMPD-10197,93.6228,835.7043,60.4843,21.8065,1.2254,1.4326,104.385,113.0476,82.3308,0.8969,43.6872
CMPD-10198,92.924,715.8986,86.2077,11.0065,1.1548,0.8932,233.2609,61.5745,113.2692,0.3925,14.0159
CMPD-10199,93.6317,669.7923,78.8133,15.5255,1.394,1.5395,218.7575,70.8119,53.215,0.856,18.8735
CMPD-10200,81.9108,717.096,62.0001,16.4652,0.9982,3.2476,290.0746,53.905,81.015,0.9193,40.9727
CMPD-10201,79.9783,582.3218,97.1856,21.6962,1.4753,1.9464,171.0275,79.4432,74.5419,0.8444,13.6107
CMPD-10202,82.5277,728.3617,59.9115,16.4675,1.0438,3.3718,297.1314,50.4763,81.8313,0.8965,43.357
CMPD-10203,82.2866,625.5531,93.3976,20.3683,1.5359,2.0076,182.1641,81.0315,70.9927,0.8497,15.0907
CMPD-10204,94.2721,683.0591,93.2079,11.6508,0.9601,0.8577,234.7341,63.0018,117.0224,0.4055,13.6383
CMPD-10205,77.7126,599.3201,93.0962,22.0206,1.4505,1.9388,185.2691,85.3026,71.6189,0.8468,14.2649
CMPD-10206,94.5942,668.9853,55.0808,19.7344,1.3973,3.4185,246.1262,110.2428,111.3237,0.7345,41.6524
CMPD-10207,82.2404,593.8136,96.1925,21.9625,1.4315,1.9667,187.5659,84.957,71.2101,0.8235,14.1361
CMPD-10208,87.1293,668.4078,55.0319,19.4787,1.3714,3.641,227.2302,111.6833,112.5536,0.7258,41.3634
CMPD-10209,82.5735,603.7411,90.6805,22.2655,1.4995,1.9452,189.4605,81.8788,78.4177,0.8726,14.15
CMPD-10210,86.392,705.4905,72.0256,15.4222,1.4153,1.4819,224.5995,69.4212,53.6592,0.8245,20.3579
CMPD-10211,82.403,747.6471,61.9877,15.6793,1.0486,3.315,314.8339,52.1426,83.0517,0.8938,42.8958
CMPD-10212,94.315,720.52,92.5289,12.1032,1.0948,0.8891,236.5654,59.8319,114.7479,0.4256,13.4332
CMPD-10213,91.9739,847.1059,90.1175,16.5022,1.0538,3.3976,265.6535,145.4054,193.0122,0.4673,12.5659
CMPD-10214,81.9138,687.7444,59.8611,16.1386,1.036,3.3222,311.1015,50.9919,75.7189,0.8812,41.9822
CMPD-10215,96.4847,850.0079,91.9357,16.4378,1.0772,3.4223,262.6317,146.3647,187.6322,0.4567,12.0878
CMPD-10216,84.5392,752.9833,60.0977,16.6238,1.0269,3.3326,301.4243,51.4736,78.1777,0.8958,43.0899
CMPD-10217,95.2556,707.5248,90.7841,11.5882,1.1442,0.8795,244.7349,61.2925,116.2096,0.4153,14.0208
CMPD-10218,91.1484,727.875,88.8475,12.2221,1.0976,0.8802,241.6981,60.2574,114.4762,0.4223,14.2676
CMPD-10219,93.9303,694.1741,57.5334,19.5072,1.4114,3.6835,245.1972,109.1165,108.2675,0.7469,41.5112
CMPD-10220,85.311,857.7175,62.7061,20.3597,1.2043,1.4322,109.7856,113.0433,79.6986,0.8755,44.6194
CMPD-10221,94.5966,680.2762,56.8128,20.3426,1.3683,3.3289,236.1472,109.046,105.4953,0.7116,42.4046
CMPD-10222,96.9387,656.6562,72.0772,15.842,1.3782,1.4588,220.7738,70.383,52.3698,0.8654,19.9948
CMPD-10223,95.9997,683.1183,74.5831,15.1288,1.3833,1.5268,217.3528,67.7668,51.9458,0.8097,19.3983
CMPD-10224,92.3578,655.2823,56.2141,20.5292,1.3344,3.4525,235.6431,111.6365,112.8466,0.7434,38.835
CMPD-10225,97.4397,747.74,89.9702,11.3927,1.1023,0.8866,233.2793,62.3963,112.476,0.4112,13.817
CMPD-10226,99.3493,708.7338,68.3807,15.1732,1.4102,1.5241,213.5974,70.0586,52.0038,0.8079,18.5107
CMPD-10227,92.5272,711.6893,54.8616,19.0432,1.3624,3.5177,243.3916,108.5863,110.7446,0.702,41.2133
CMPD-10228,91.6264,695.118,74.5494,15.8439,1.2895,1.5362,210.567,67.7421,51.8344,0.8234,19.6046
CMPD-10229,82.6056,637.1032,97.1834,23.6022,1.2261,1.6475,164.6326,58.9356,124.8397,0.1536,24.603
CMPD-10230,85.3727,619.7718,93.2258,21.2457,1.4987,1.8928,187.1106,84.1847,70.6387,0.8509,14.0338
CMPD-10231,82.1205,612.5299,95.1499,21.0812,1.576,1.8808,198.6624,84.4717,73.9068,0.8299,14.0218
CMPD-10232,99.4286,655.6765,55.9992,19.661,1.4205,3.2803,253.4481,114.1573,115.4863,0.7487,41.8702
CMPD-10233,95.7265,689.7014,56.2009,19.6756,1.3525,3.5079,233.2877,105.3674,106.2166,0.7503,41.1178
CMPD-10234,95.6824,705.1061,94.3205,11.5784,1.0908,0.847,240.8971,62.7229,111.3,0.4168,14.0025
CMPD-10235,100.4837,670.9788,73.3396,15.5081,1.3758,1.4447,204.4926,67.948,53.3771,0.8408,18.9026
CMPD-10236,79.7494,666.6288,96.3167,24.3191,1.1683,1.6721,170.1812,60.6812,130.9358,0.1475,26.7762
CMPD-10237,89.4586,813.31,61.2848,21.1277,1.1892,1.4709,104.7407,105.66,82.7704,0.8452,44.7814
CMPD-10238,98.2516,682.085,71.5381,14.4284,1.3425,1.4923,215.3778,70.0168,54.7348,0.8537,19.1482
CMPD-10239,101.3477,658.0898,71.6149,14.4489,1.424,1.4291,204.3563,71.0622,52.8002,0.853,18.8797
CMPD-10240,95.1634,817.2467,94.6832,16.8318,1.0737,3.3766,263.5774,145.4086,178.9578,0.4562,11.6065
CMPD-10241,91.9595,729.4228,93.4619,11.896,1.1118,0.8624,234.1088,64.2871,112.6401,0.4202,14.0285
